iter	Passed	Remaining
455	983	1173
456	985	1171
457	989	1171
458	992	1169
459	996	1170
460	999	1168
461	1003	1168
462	1006	1166
463	1008	1164
464	1013	1166
465	1021	1170
466	1024	1168
467	1026	1167
468	1028	1164
469	1032	1164
470	1035	1163
471	1037	1160
472	1040	1159
473	1042	1157
474	1044	1154
475	1046	1152
476	1048	1149
477	1049	1146
478	1051	1144
479	1055	1143
480	1056	1140
481	1058	1137
482	1060	1135
483	1062	1132
484	1064	1130
485	1066	1127
486	1069	1126
487	1071	1123
488	1072	1121
489	1074	1118
490	1079	1118
491	1082	1117
492	1087	1118
493	1089	1115
494	1090	1112
495	1092	1110
496	1094	1108
497	1096	1105
498	1103	1108
499	1106	1106
500	1108	1103
501	1109	1100
502	1113	1100
503	1117	1099
504	1121	1099
505	1124	1097
506	1126	1095
507	1128	1092
508	1133	1093
509	1141	1096
510	1148	1098
511	1152	1098
512	1156	1097
513	1159	1096
514	1163	1095
515	1165	1092
516	1172	1094
517	1177	1095
518	1179	1093
519	1182	1091
520	1184	1088
521	1185	1085
522	1189	1084
523	1193	1083
524	1194	1081
525	1196	1078
526	1198	1075
527	1200	1073
528	1203	1071
529	1205	1068
530	1207	1066
531	1209	1063
532	1211	1061
533	1212	1058
534	1214	1055
535	1215	1052
536	1217	1049
537	1218	1046
538	1221	1044
539	1223	1042
540	1225	1039
541	1227	1036
542	1228	1034
543	1230	1031
544	1231	1028
545	1233	1026
546	1237	1024
547	1238	1021
548	1240	1018
549	1241	1016
550	1243	1013
551	1245	1010
552	1246	1007
553	1247	1004
554	1250	1002
555	1253	1001
556	1255	998
557	1258	996
558	1259	994
559	1261	991
560	1264	989
561	1266	987
562	1268	984
563	1269	981
564	1271	979
565	1273	976
566	1274	973
567	1275	970
568	1277	967
569	1280	965
570	1282	963
571	1283	960
572	1285	957
573	1286	955
574	1288	952
575	1290	949
576	1292	947
577	1295	945
578	1297	943
579	1299	940
580	1300	938
581	1302	935
582	1303	932
583	1305	929
584	1306	926
585	1308	924
586	1310	921
587	1311	919
588	1313	916
589	1315	914
590	1317	911
591	1318	908
592	1320	906
593	1323	904
594	1325	902
595	1327	899
596	1329	897
597	1331	895
598	1333	892
599	1334	889
600	1335	886
601	1338	885
602	1341	882
603	1343	880
604	1344	877
605	1345	875
606	1347	872
607	1348	869
608	1349	866
609	1351	863
610	1353	862
611	1355	859
612	1356	856
613	1358	853
614	1359	851
615	1361	848
616	1362	845
617	1363	842
618	1364	840
619	1367	837
620	1368	835
621	1370	832
622	1371	830
623	1373	827
624	1374	824
625	1375	822
626	1377	819
627	1379	816
628	1381	814
629	1382	811
630	1384	809
631	1385	806
632	1387	804
633	1388	801
634	1389	798
635	1391	796
636	1392	793
637	1393	790
638	1394	788
639	1396	785
640	1398	783
641	1400	780
642	1401	778
643	1402	775
644	1403	772
645	1405	770
646	1406	767
647	1408	764
648	1421	768
649	1422	765
650	1423	763
651	1425	760
652	1427	758
653	1428	755
654	1430	753
655	1431	750
656	1433	748
657	1435	745
658	1437	743
659	1439	741
660	1442	739
661	1443	737
662	1445	734
663	1446	731
664	1447	729
665	1449	726
666	1451	724
667	1452	721
668	1453	719
669	1455	716
670	1457	714
671	1458	711
672	1460	709
673	1461	706
674	1462	704
675	1464	701
676	1465	699
677	1466	696
678	1468	694
679	1477	695
680	1479	692
681	1480	690
682	1481	687
683	1482	684
684	1483	682
685	1485	680
686	1487	677
687	1488	675
688	1490	672
689	1491	670
690	1493	667
691	1494	665
692	1495	662
693	1497	660
694	1499	658
695	1501	655
696	1502	653
697	1504	650
698	1505	648
699	1506	645
700	1507	643
701	1509	640
702	1510	638
703	1511	635
704	1512	632
705	1514	630
706	1515	628
707	1517	625
708	1519	623
709	1520	620
710	1521	618
711	1522	615
712	1524	613
713	1525	611
714	1526	608
715	1528	606
716	1530	603
717	1531	601
718	1532	598
719	1534	596
720	1535	594
721	1536	591
722	1537	589
723	1539	586
724	1540	584
725	1541	581
726	1543	579
727	1545	577
728	1546	575
729	1548	572
730	1549	570
731	1551	567
732	1552	565
733	1553	562
734	1554	560
735	1556	558
736	1558	556
737	1559	553
738	1561	551
739	1562	548
740	1563	546
741	1564	544
742	1566	541
743	1567	539
744	1568	536
745	1569	534
746	1571	532
747	1573	529
748	1574	527
749	1576	525
750	1577	523
751	1578	520
752	1580	518
753	1581	516
754	1583	513
755	1584	511
756	1586	509
757	1588	507
758	1589	504
759	1590	502
760	1592	500
761	1593	497
762	1594	495
763	1596	493
764	1597	490
765	1598	488
766	1600	486
767	1601	483
768	1603	481
769	1605	479
770	1606	477
771	1607	474
772	1608	472
773	1610	470
774	1611	467
775	1613	465
776	1615	463
777	1616	461
778	1617	458
779	1619	456
780	1620	454
781	1621	452
782	1622	449
783	1624	447
784	1625	445
785	1626	442
786	1627	440
787	1630	438
788	1632	436
789	1634	434
790	1635	432
791	1636	429
792	1638	427
793	1639	425
794	1640	423
795	1642	420
796	1644	418
797	1645	416
798	1646	414
799	1647	411
800	1649	409
801	1650	407
802	1652	405
803	1653	403
804	1654	400
805	1656	398
806	1657	396
807	1659	394
808	1660	392
809	1662	389
810	1663	387
811	1664	385
812	1666	383
813	1667	380
814	1668	378
815	1670	376
816	1671	374
817	1673	372
818	1675	370
819	1676	367
820	1677	365
821	1679	363
822	1680	361
823	1682	359
824	1683	357
825	1684	354
826	1685	352
827	1687	350
828	1689	348
829	1690	346
830	1692	344
831	1693	341
832	1694	339
833	1696	337
834	1697	335
835	1698	333
836	1700	331
837	1702	329
838	1703	326
839	1704	324
840	1705	322
841	1707	320
842	1708	318
843	1709	316
844	1711	313
845	1712	311
846	1713	309
847	1714	307
848	1716	305
849	1718	303
850	1719	301
851	1720	298
852	1722	296
853	1723	294
854	1724	292
855	1725	290
856	1727	288
857	1728	286
858	1731	284
859	1732	282
860	1734	279
861	1735	277
862	1737	275
863	1738	273
864	1740	271
865	1741	269
866	1742	267
867	1743	265
868	1745	263
869	1747	261
870	1748	258
871	1749	256
872	1751	254
873	1752	252
874	1753	250
875	1755	248
876	1756	246
877	1758	244
878	1760	242
879	1761	240
880	1762	238
881	1763	235
882	1764	233
883	1766	231
884	1767	229
885	1769	227
886	1770	225
887	1771	223
888	1772	221
889	1774	219
890	1776	217
891	1777	215
892	1779	213
893	1780	211
894	1781	209
895	1783	206
896	1784	204
897	1785	202
898	1788	200
899	1789	198
900	1791	196
901	1792	194
902	1794	192
903	1795	190
904	1796	188
905	1798	186
906	1799	184
907	1800	182
908	1802	180
909	1804	178
910	1805	176
911	1807	174
912	1809	172
913	1810	170
914	1811	168
915	1812	166
916	1813	164
917	1815	162
918	1817	160
919	1819	158
920	1820	156
921	1821	154
922	1823	152
923	1824	150
924	1825	148
925	1827	146
926	1828	143
927	1829	141
928	1832	140
929	1833	138
930	1835	136
931	1836	134
932	1838	132
933	1839	129
934	1840	127
935	1842	125
936	1843	123
937	1845	121
938	1847	120
939	1848	117
940	1849	115
941	1851	113
942	1852	111
943	1854	109
944	1855	107
945	1856	105
946	1857	103
947	1858	101
948	1860	100
949	1862	98
950	1863	96
951	1865	94
952	1866	92
953	1867	90
954	1869	88
955	1870	86
956	1871	84
957	1873	82
958	1875	80
959	1877	78
960	1878	76
961	1879	74
962	1880	72
963	1882	70
964	1883	68
965	1884	66
966	1886	64
967	1887	62
968	1889	60
969	1890	58
970	1892	56
971	1894	54
972	1895	52
973	1896	50
974	1897	48
975	1899	46
976	1900	44
977	1902	42
978	1903	40
979	1905	38
980	1906	36
981	1908	34
982	1910	33
983	1911	31
984	1912	29
985	1914	27
986	1915	25
987	1916	23
988	1918	21
989	1919	19
990	1921	17
991	1922	15
992	1924	13
993	1925	11
994	1926	9
995	1928	7
996	1929	5
997	1931	3
998	1933	1
999	1934	0
